ts,source_name,source_page,discovered_feed
2026-01-24T14:07:17.709Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/feed/"
2026-01-24T14:07:17.710Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/feeds/iotd-feed/"
2026-01-24T14:07:17.710Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/news-release/feed/"
2026-01-24T14:07:17.710Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/technology/feed/"
2026-01-24T14:07:17.711Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/aeronautics/feed/"
2026-01-24T14:07:17.728Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/missions/station/feed/"
2026-01-24T14:07:17.728Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/missions/artemis/feed/"
2026-01-24T14:07:17.729Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/ames/feed/"
2026-01-24T14:07:17.729Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/armstrong/feed/"
2026-01-24T14:07:17.729Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/glenn/feed/"
2026-01-24T14:07:17.729Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/goddard/feed/"
2026-01-24T14:07:17.730Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/hq/feed/"
2026-01-24T14:07:17.730Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/jpl/feed/"
2026-01-24T14:07:17.730Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/johnson/feed/"
2026-01-24T14:07:17.731Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/kennedy/feed/"
2026-01-24T14:07:17.731Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/langley/feed/"
2026-01-24T14:07:17.731Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/marshall/feed/"
2026-01-24T14:07:17.731Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/nssc/feed/"
2026-01-24T14:07:17.732Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/stennis/feed/"
2026-01-24T14:07:17.732Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/giss/feed/"
2026-01-24T14:07:17.732Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/ivv/feed/"
2026-01-24T14:07:17.732Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/michoud/feed/"
2026-01-24T14:07:17.732Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/armstrong-test-facility/feed/"
2026-01-24T14:07:17.733Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/wallops/feed/"
2026-01-24T14:07:17.733Z,"NASA News","https://www.nasa.gov/rss-feeds/","https://www.nasa.gov/centers-and-facilities/white-sands/feed/"
2026-01-24T14:07:18.116Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/etc/rss.do"
2026-01-24T14:07:18.116Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/policy.xml"
2026-01-24T14:07:18.117Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/reporter.xml"
2026-01-24T14:07:18.117Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/column.xml"
2026-01-24T14:07:18.117Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/insight.xml"
2026-01-24T14:07:18.117Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/media.xml"
2026-01-24T14:07:18.117Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/shorts.xml"
2026-01-24T14:07:18.118Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/visual.xml"
2026-01-24T14:07:18.118Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/photo.xml"
2026-01-24T14:07:18.118Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/cartoon.xml"
2026-01-24T14:07:18.118Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/pressrelease.xml"
2026-01-30T08:13:38.893Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/etc/rss.do"
2026-01-30T08:13:38.898Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/policy.xml"
2026-01-30T08:13:38.898Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/reporter.xml"
2026-01-30T08:13:38.899Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/column.xml"
2026-01-30T08:13:38.899Z,"정책브리핑","https://www.korea.kr/etc/rss.do","https://www.korea.kr/rss/insight.xml"
